Xseq  date      time  lon      lat      depth_xbt  temp_xbt  
32    19990206  1938  141.740  -61.413  312.5      12.83     
32    19990206  1938  141.740  -61.413  313.1      12.82     
32    19990206  1938  141.740  -61.413  313.8      12.81     
32    19990206  1938  141.740  -61.413  314.4      12.78     
32    19990206  1938  141.740  -61.413  315.0      12.78     
32    19990206  1938  141.740  -61.413  315.7      12.76     
32    19990206  1938  141.740  -61.413  316.3      12.76     
32    19990206  1938  141.740  -61.413  316.9      11.32     
32    19990206  1938  141.740  -61.413  317.5      12.22     
32    19990206  1938  141.740  -61.413  318.2      11.80     
32    19990206  1938  141.740  -61.413  318.8      12.04     
32    19990206  1938  141.740  -61.413  319.4      12.21     
32    19990206  1938  141.740  -61.413  320.0      12.00     
32    19990206  1938  141.740  -61.413  320.7      12.57     
32    19990206  1938  141.740  -61.413  321.3      11.87     
32    19990206  1938  141.740  -61.413  321.9      12.22     
32    19990206  1938  141.740  -61.413  322.5      12.77     
32    19990206  1938  141.740  -61.413  323.2      12.80     
32    19990206  1938  141.740  -61.413  323.8      12.80     
32    19990206  1938  141.740  -61.413  324.4      12.23     
32    19990206  1938  141.740  -61.413  325.0      12.62     
32    19990206  1938  141.740  -61.413  325.7      12.80     
32    19990206  1938  141.740  -61.413  326.3      12.78     
32    19990206  1938  141.740  -61.413  326.9      12.76     
32    19990206  1938  141.740  -61.413  327.5      12.76     
